Id,Severity,Status,Title,Create Time,Team,Owner
52746923,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [UcmRevenueDataFactory_FactDailyRevenueAudit_PROD_FailedExecution] is unhealthy.,11/28/2017 2:13:51 AM +00:00,UCM Account Management A+P,raphr
52743690,3,RESOLVED,[ALERT ACTIVATED] - UcmRevenueAlert  happened for datafactories UcmRevenueDataFactory,11/28/2017 1:26:20 AM +00:00,UCM Account Management A+P,raphr
52743681,3,RESOLVED,[ALERT ACTIVATED] - UcmRevenueAlert  happened for datafactories UcmRevenueDataFactory,11/28/2017 1:26:19 AM +00:00,UCM Account Management A+P,raphr
52738619,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] TicketingUCMAIntegrationTest,11/28/2017 12:38:55 AM +00:00,UCM Ticketing & Engagement,v-arcbal
52738199,3,RESOLVED,[Support] UCMA Opportunities: Unable to Change Status at Account Level,11/28/2017 12:31:22 AM +00:00,UCM Opportunities,yarashwa
52732435,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] AdhocTacticsTest,11/27/2017 10:19:40 PM +00:00,UCM Opportunities,rany
52732221,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] AutoTriageEscalateTicket,11/27/2017 10:14:08 PM +00:00,UCM Ticketing & Engagement,v-rozag
52726687,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [MDBAccountAttributes-Staging_UcmStagingAccountAttributesForUpdate_PROD_FailedExecution] is unhealthy.,11/27/2017 8:13:41 PM +00:00,UCM Account Management A+P,v-vepate
52726186,3,RESOLVED,UCMT: ASD/CAP Ticket's team mapping not found in UCMT,11/27/2017 8:10:21 PM +00:00,UCM Ticketing & Engagement,brwojcik
52726185,3,RESOLVED,UCMT: ASD/CAP Ticket's team mapping not found in UCMT,11/27/2017 8:10:21 PM +00:00,UCM Ticketing & Engagement,brwojcik
52721275,3,RESOLVED,PublishAccountAssignmentPlugin is unhealthy,11/27/2017 6:05:14 PM +00:00,UCM Account Management A+P,yifli
52708307,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] AttainmentPacingSummaryTab,11/27/2017 2:04:16 PM +00:00,UCM Data Visualization Framework,
52708306,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] TicketingWorkspaceLinkMultipleTicketsRelatedToEachOtherLinkType,11/27/2017 2:04:16 PM +00:00,UCM Ticketing & Engagement,v-rozag
52708305,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] TicketingWorkspaceUpdateCommentsForTicketAttachment,11/27/2017 2:04:16 PM +00:00,UCM Ticketing & Engagement,v-rozag
52708304,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] TicketingWorkspaceSymptomsTreeDataTable,11/27/2017 2:04:16 PM +00:00,UCM Ticketing & Engagement,v-rozag
52708302,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] BulkLinkTest,11/27/2017 2:04:15 PM +00:00,UCM Ticketing & Engagement,v-kakpr
52707989,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] GridExportWithFilters,11/27/2017 1:58:27 PM +00:00,UCM Data Visualization Framework,pradesai
52707954,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] TicketAttachmentTest,11/27/2017 1:57:39 PM +00:00,UCM Ticketing & Engagement,v-kakpr
52701262,2,RESOLVED,FT Blocked CI and Gated - ValidateUploadFileAndCreateBobChangeRequest,11/27/2017 11:19:46 AM +00:00,UCM Account Management A+P,v-rajodh
52698485,2,RESOLVED,Flaky FT blocked CI and Gated - GetOpportunityRecommendationsWithAggregationIdAndRowsResponse,11/27/2017 10:13:31 AM +00:00,UCM Opportunities,rany
52698440,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [MDBAccountAttributes-Staging_UcmStagingAccountAttributesForUpdate_PROD_FailedExecution] is unhealthy.,11/27/2017 10:12:47 AM +00:00,UCM Account Management A+P,v-sshett
52697709,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] BulkCloseTicketsFromTeamQueueTest,11/27/2017 10:00:41 AM +00:00,UCM Ticketing & Engagement,v-rozag
52697662,2,RESOLVED,[UCM-CloudTest-CI] Excessive Session Failure(s) Detected,11/27/2017 9:59:48 AM +00:00,UCM Daily Shipping,yiqzhou
52693587,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/27/2017 8:22:41 AM +00:00,UCM Account Management A+P,v-rajodh
52693022,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [MDBAccountAttributes-Staging_UcmStagingAccountAttributesForUpdate_PROD_FailedExecution] is unhealthy.,11/27/2017 8:12:31 AM +00:00,UCM Account Management A+P,v-sshett
52692774,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [MDBAccountAttributes-Staging_prod_FailedExecution] is unhealthy.,11/27/2017 8:08:58 AM +00:00,UCM Account Management A+P,v-sshett
52689082,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/27/2017 6:22:40 AM +00:00,UCM Account Management A+P,
52688895,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_prod_FailedExecution] is unhealthy.,11/27/2017 6:17:39 AM +00:00,UCM Account Management A+P,
52688757,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [MDBAccountAttributes-Staging_UcmStagingAccountAttributesForUpdate_PROD_FailedExecution] is unhealthy.,11/27/2017 6:13:16 AM +00:00,UCM Account Management A+P,
52688545,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [MDBAccountAttributes-Staging_PROD_FailedExecution] is unhealthy.,11/27/2017 6:08:43 AM +00:00,UCM Account Management A+P,
52686865,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] ValidateAlertsTileNavigation,11/27/2017 5:26:20 AM +00:00,UCM Ticketing & Engagement,v-arcbal
52686631,2,RESOLVED,[UCM-CloudTest-CI] [Excessive Retry] UpdateStatusBoBOpportunity,11/27/2017 5:19:10 AM +00:00,UCM Opportunities,rany
52684733,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/27/2017 4:23:32 AM +00:00,UCM Account Management A+P,
52684532,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_PROD_FailedExecution] is unhealthy.,11/27/2017 4:17:43 AM +00:00,UCM Account Management A+P,
52684327,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [MDBAccountAttributes-Staging_UcmStagingAccountAttributesForUpdate_PROD_FailedExecution] is unhealthy.,11/27/2017 4:12:38 AM +00:00,UCM Account Management A+P,v-sshett
52684011,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [MDBAccountAttributes-Staging_PROD_FailedExecution] is unhealthy.,11/27/2017 4:08:40 AM +00:00,UCM Account Management A+P,
52683091,3,RESOLVED,Ticketing Job Dispatcher Reliability for Creator is below SLA,11/27/2017 3:37:50 AM +00:00,UCM Ticketing & Engagement,v-smitak
52680872,3,RESOLVED,Ticketing Job Dispatcher Reliability for Email Sender is below SLA,11/27/2017 2:38:01 AM +00:00,UCM Ticketing & Engagement,v-smitak
52680370,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/27/2017 2:22:39 AM +00:00,UCM Account Management A+P,
52680182,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_PROD_FailedExecution] is unhealthy.,11/27/2017 2:17:40 AM +00:00,UCM Account Management A+P,
52680017,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [MDBAccountAttributes-Staging_UcmStagingAccountAttributesForUpdate_PROD_FailedExecution] is unhealthy.,11/27/2017 2:12:41 AM +00:00,UCM Account Management A+P,v-sshett
52679922,2,RESOLVED,Ticketing Job Dispatcher Reliability for Email Sender is below SLA,11/27/2017 2:10:51 AM +00:00,UCM Ticketing & Engagement,rykelch
52679771,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [MDBAccountAttributes-Staging_prod_FailedExecution] is unhealthy.,11/27/2017 2:08:36 AM +00:00,UCM Account Management A+P,
52679190,1,RESOLVED,Ticketing Job Dispatcher Reliability for Email Sender is below SLA,11/27/2017 1:53:13 AM +00:00,UCM Ticketing & Engagement,rykelch
52676056,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_Prod_FailedExecution] is unhealthy.,11/27/2017 12:24:32 AM +00:00,UCM Account Management A+P,
52675813,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_PROD_FailedExecution] is unhealthy.,11/27/2017 12:17:32 AM +00:00,UCM Account Management A+P,
52675579,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [MDBAccountAttributes-Staging_UcmStagingAccountAttributesForUpdate_Prod_FailedExecution] is unhealthy.,11/27/2017 12:14:23 AM +00:00,UCM Account Management A+P,v-sshett
52675255,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [MDBAccountAttributes-Staging_PROD_FailedExecution] is unhealthy.,11/27/2017 12:08:33 AM +00:00,UCM Account Management A+P,
52671378,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_Prod_FailedExecution] is unhealthy.,11/26/2017 10:24:20 PM +00:00,UCM Account Management A+P,
52671154,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_PROD_FailedExecution] is unhealthy.,11/26/2017 10:17:35 PM +00:00,UCM Account Management A+P,
52670963,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [MDBAccountAttributes-Staging_UcmStagingAccountAttributesForUpdate_Prod_FailedExecution] is unhealthy.,11/26/2017 10:14:28 PM +00:00,UCM Account Management A+P,v-sshett
52670588,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [MDBAccountAttributes-Staging_prod_FailedExecution] is unhealthy.,11/26/2017 10:08:45 PM +00:00,UCM Account Management A+P,
52669002,4,RESOLVED,Ticketing Job Dispatcher Reliability for Email Sender is below SLA,11/26/2017 9:23:07 PM +00:00,UCM Ticketing & Engagement,v-smitak
52667031,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/26/2017 8:23:02 PM +00:00,UCM Account Management A+P,
52666538,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_PROD_FailedExecution] is unhealthy.,11/26/2017 8:17:02 PM +00:00,UCM Account Management A+P,
52666102,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [MDBAccountAttributes-Staging_prod_FailedExecution] is unhealthy.,11/26/2017 8:09:00 PM +00:00,UCM Account Management A+P,
52662832,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/26/2017 6:23:02 PM +00:00,UCM Account Management A+P,
52662831,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [MDBAccountAttributes-Staging_Perf-UcmStagingAccountAttributesForUpdate_PROD_FailedExecution] is unhealthy.,11/26/2017 6:23:02 PM +00:00,UCM Account Management A+P,
52662690,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [MDBAccountAttributes-Staging_prod_FailedExecution] is unhealthy.,11/26/2017 6:17:54 PM +00:00,UCM Account Management A+P,
52662649,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_Prod_FailedExecution] is unhealthy.,11/26/2017 6:17:03 PM +00:00,UCM Account Management A+P,
52659115,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/26/2017 4:23:04 PM +00:00,UCM Account Management A+P,
52658493,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_Prod_FailedExecution] is unhealthy.,11/26/2017 4:17:01 PM +00:00,UCM Account Management A+P,
52654929,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/26/2017 2:23:04 PM +00:00,UCM Account Management A+P,
52654645,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_Prod_FailedExecution] is unhealthy.,11/26/2017 2:17:01 PM +00:00,UCM Account Management A+P,
52651007,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/26/2017 12:22:48 PM +00:00,UCM Account Management A+P,
52650794,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_Prod_FailedExecution] is unhealthy.,11/26/2017 12:16:50 PM +00:00,UCM Account Management A+P,
52646683,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/26/2017 10:23:05 AM +00:00,UCM Account Management A+P,
52646489,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_Prod_FailedExecution] is unhealthy.,11/26/2017 10:16:58 AM +00:00,UCM Account Management A+P,
52641970,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/26/2017 8:22:49 AM +00:00,UCM Account Management A+P,
52641735,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_Prod_FailedExecution] is unhealthy.,11/26/2017 8:16:52 AM +00:00,UCM Account Management A+P,
52637630,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/26/2017 6:23:01 AM +00:00,UCM Account Management A+P,
52637446,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_PROD_FailedExecution] is unhealthy.,11/26/2017 6:16:58 AM +00:00,UCM Account Management A+P,
52632596,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/26/2017 4:22:55 AM +00:00,UCM Account Management A+P,
52632407,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_PROD_FailedExecution] is unhealthy.,11/26/2017 4:16:47 AM +00:00,UCM Account Management A+P,
52627565,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/26/2017 2:23:00 AM +00:00,UCM Account Management A+P,
52627341,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_PROD_FailedExecution] is unhealthy.,11/26/2017 2:16:51 AM +00:00,UCM Account Management A+P,
52620413,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/26/2017 12:22:44 AM +00:00,UCM Account Management A+P,
52619655,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_Prod_FailedExecution] is unhealthy.,11/26/2017 12:17:41 AM +00:00,UCM Account Management A+P,
52615550,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/25/2017 10:22:52 PM +00:00,UCM Account Management A+P,
52615319,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_PROD_FailedExecution] is unhealthy.,11/25/2017 10:16:57 PM +00:00,UCM Account Management A+P,
52612476,4,RESOLVED,Ticketing Job Dispatcher Reliability for Email Sender is below SLA,11/25/2017 9:09:38 PM +00:00,UCM Ticketing & Engagement,v-smitak
52610977,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/25/2017 8:22:57 PM +00:00,UCM Account Management A+P,
52610772,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV3] AzureDataFactoryV2 [DbSync-ExportNdmAssignmentToUcmDataDev_PROD_FailedExecution] is unhealthy.,11/25/2017 8:16:55 PM +00:00,UCM Account Management A+P,
52607375,3,RESOLVED,[UCMA_Azure_DataFactory_ExecutionReliabilityV2] AzureDataFactory [DbSync-ExportNdmAssignmentToUcmDataDev_Import-Book-AccountTeamMembers-Secondary-MarkSyncTargetStatusRefreshing_Output_PROD_FailedExecution] is unhealthy.,11/25/2017 6:22:55 PM +00:00,UCM Account Management A+P,
